draw_date,draw_time,actual_pick3,actual_fireball,regime,struct_weight,top4,hits_in_top4,any_hit,hit_2plus
2010-04-14,EVENING,870,,0,0.02,0123,1,1,0
2010-04-15,MIDDAY,008,5,0,0.02,0178,2,1,1
2010-04-15,EVENING,265,8,2,0.09,0578,2,1,1
2010-04-16,MIDDAY,016,0,2,0.09,0258,1,1,0
2010-04-16,EVENING,221,2,1,0.05,0568,0,0,0
2010-04-17,MIDDAY,454,0,1,0.05,0568,2,1,1
2010-04-17,EVENING,519,2,0,0.02,0158,2,1,1
2010-04-18,MIDDAY,150,4,1,0.05,0125,3,1,1
2010-04-18,EVENING,978,5,2,0.09,0125,1,1,0
2010-04-19,MIDDAY,809,1,1,0.05,0158,3,1,1
2010-04-19,EVENING,191,9,2,0.09,0158,1,1,0
2010-04-20,MIDDAY,643,8,2,0.09,0158,1,1,0
2010-04-20,EVENING,467,1,0,0.02,0158,1,1,0
2010-04-21,MIDDAY,948,6,2,0.09,0158,1,1,0
2010-04-21,EVENING,535,4,2,0.09,0158,1,1,0
2010-04-22,MIDDAY,398,9,1,0.05,1458,1,1,0
2010-04-22,EVENING,529,5,1,0.05,1589,2,1,1
2010-04-23,MIDDAY,880,3,1,0.05,1589,1,1,0
2010-04-23,EVENING,087,5,0,0.02,1589,2,1,1
2010-04-24,MIDDAY,569,8,2,0.09,0589,3,1,1
2010-04-24,EVENING,561,0,2,0.09,0589,2,1,1
2010-04-25,MIDDAY,348,5,2,0.09,0589,2,1,1
2010-04-25,EVENING,679,5,1,0.05,0589,2,1,1
2010-04-26,MIDDAY,226,3,1,0.05,0589,0,0,0
2010-04-26,EVENING,372,6,1,0.05,5689,1,1,0
2010-04-27,MIDDAY,471,2,3,0.04,0568,0,0,0
2010-04-27,EVENING,072,3,2,0.09,5689,0,0,0
2010-04-28,MIDDAY,474,4,2,0.09,0568,0,0,0
2010-04-28,EVENING,241,0,1,0.05,4568,1,1,0
2010-04-29,MIDDAY,735,4,1,0.05,1458,2,1,1
2010-04-29,EVENING,936,2,1,0.05,4578,0,0,0
2010-04-30,MIDDAY,029,7,1,0.05,3456,0,0,0
2010-04-30,EVENING,744,9,2,0.09,4579,3,1,1
2010-05-01,MIDDAY,022,0,2,0.09,4579,0,0,0
2010-05-01,EVENING,058,7,0,0.02,2479,1,1,0
2010-05-02,MIDDAY,868,0,1,0.05,2457,0,0,0
2010-05-02,EVENING,041,0,2,0.09,0457,2,1,1
2010-05-03,MIDDAY,862,8,1,0.05,0457,0,0,0
2010-05-03,EVENING,119,0,0,0.02,0278,1,1,0
2010-05-04,MIDDAY,578,8,0,0.02,0257,2,1,1
2010-05-04,EVENING,912,1,0,0.02,0278,1,1,0
2010-05-05,MIDDAY,394,5,0,0.02,0257,1,1,0
2010-05-05,EVENING,004,9,1,0.05,0257,1,1,0
2010-05-06,MIDDAY,054,3,2,0.09,0579,2,1,1
2010-05-06,EVENING,581,0,2,0.09,0459,2,1,1
2010-05-07,MIDDAY,352,0,2,0.09,0245,3,1,1
2010-05-07,EVENING,834,5,2,0.09,0245,2,1,1
2010-05-08,MIDDAY,458,3,2,0.09,0245,2,1,1
2010-05-08,EVENING,733,8,4,0.08,0124,0,0,0
2010-05-09,MIDDAY,985,4,2,0.09,0345,2,1,1
2010-05-09,EVENING,037,7,1,0.05,0458,1,1,0
2010-05-10,MIDDAY,399,9,0,0.02,0345,1,1,0
2010-05-10,EVENING,833,0,1,0.05,0345,2,1,1
2010-05-11,MIDDAY,391,3,1,0.05,0358,1,1,0
2010-05-11,EVENING,646,8,1,0.05,0358,1,1,0
2010-05-12,MIDDAY,122,3,0,0.02,0358,1,1,0
2010-05-12,EVENING,346,6,0,0.02,0348,2,1,1
2010-05-13,MIDDAY,766,1,1,0.05,0348,0,0,0
2010-05-13,EVENING,626,3,1,0.05,0348,1,1,0
2010-05-14,MIDDAY,740,7,1,0.05,0348,2,1,1
2010-05-14,EVENING,501,6,0,0.02,0348,1,1,0
2010-05-15,MIDDAY,959,7,1,0.05,0348,0,0,0
2010-05-15,EVENING,312,5,1,0.05,0345,2,1,1
2010-05-16,MIDDAY,055,9,1,0.05,0345,2,1,1
2010-05-16,EVENING,463,3,1,0.05,0345,2,1,1
2010-05-17,MIDDAY,531,0,0,0.02,0345,3,1,1
2010-05-17,EVENING,840,4,1,0.05,0345,2,1,1
2010-05-18,MIDDAY,671,5,1,0.05,0345,1,1,0
2010-05-18,EVENING,884,8,0,0.02,0345,1,1,0
2010-05-19,MIDDAY,627,6,0,0.02,0345,0,0,0
2010-05-19,EVENING,481,8,0,0.02,0345,1,1,0
2010-05-20,MIDDAY,373,6,0,0.02,0345,1,1,0
2010-05-20,EVENING,651,4,0,0.02,3456,3,1,1
2010-05-21,MIDDAY,791,3,1,0.05,1346,2,1,1
2010-05-21,EVENING,168,6,1,0.05,1346,2,1,1
2010-05-22,MIDDAY,153,7,1,0.05,1346,2,1,1
2010-05-22,EVENING,097,1,1,0.05,1346,1,1,0
2010-05-23,MIDDAY,201,1,2,0.09,1367,1,1,0
2010-05-23,EVENING,857,0,2,0.09,1367,1,1,0
2010-05-24,MIDDAY,693,2,1,0.05,1357,1,1,0
2010-05-24,EVENING,576,8,0,0.02,1367,2,1,1
2010-05-25,MIDDAY,936,6,1,0.05,1567,1,1,0
2010-05-25,EVENING,812,5,1,0.05,1367,1,1,0
2010-05-26,MIDDAY,713,9,0,0.02,1356,2,1,1
2010-05-26,EVENING,427,8,1,0.05,1357,1,1,0
2010-05-27,MIDDAY,940,7,1,0.05,1357,1,1,0
2010-05-27,EVENING,644,4,2,0.09,1357,0,0,0
2010-05-28,MIDDAY,511,9,1,0.05,1367,1,1,0
2010-05-28,EVENING,440,6,0,0.02,1567,1,1,0
2010-05-29,MIDDAY,467,5,0,0.02,1467,3,1,1
2010-05-29,EVENING,528,4,2,0.09,1467,1,1,0
2010-05-30,MIDDAY,193,4,2,0.09,4567,1,1,0
2010-05-30,EVENING,552,5,1,0.05,1467,0,0,0
2010-05-31,MIDDAY,755,1,0,0.02,1457,3,1,1
2010-05-31,EVENING,334,5,1,0.05,1457,2,1,1
2010-06-01,MIDDAY,441,7,1,0.05,1457,3,1,1
2010-06-01,EVENING,357,3,1,0.05,1457,2,1,1
2010-06-02,MIDDAY,290,4,1,0.05,1457,1,1,0
2010-06-02,EVENING,327,3,0,0.02,1457,1,1,0
2010-06-03,MIDDAY,632,2,1,0.05,1457,0,0,0
2010-06-03,EVENING,777,3,2,0.09,3457,2,1,1
2010-06-04,MIDDAY,425,6,1,0.05,3457,2,1,1
2010-06-04,EVENING,570,7,0,0.02,3457,2,1,1
2010-06-05,MIDDAY,512,4,1,0.05,3457,2,1,1
2010-06-05,EVENING,998,5,1,0.05,3457,1,1,0
2010-06-06,MIDDAY,618,5,1,0.05,2457,1,1,0
2010-06-06,EVENING,873,9,2,0.09,2457,1,1,0
2010-06-07,MIDDAY,256,6,1,0.05,2457,2,1,1
2010-06-07,EVENING,310,8,0,0.02,2457,0,0,0
2010-06-08,MIDDAY,471,2,0,0.02,3457,2,1,1
2010-06-08,EVENING,812,3,1,0.05,1457,1,1,0
2010-06-09,MIDDAY,235,4,2,0.09,1245,3,1,1
2010-06-09,EVENING,150,8,2,0.09,1245,2,1,1
2010-06-10,MIDDAY,097,2,1,0.05,1245,1,1,0
2010-06-10,EVENING,017,1,1,0.05,1257,2,1,1
2010-06-11,MIDDAY,161,0,2,0.09,1257,1,1,0
2010-06-11,EVENING,761,0,2,0.09,1257,2,1,1
2010-06-12,MIDDAY,263,1,3,0.04,1257,2,1,1
2010-06-12,EVENING,253,7,2,0.09,1257,3,1,1
2010-06-13,MIDDAY,790,2,2,0.09,1257,2,1,1
2010-06-13,EVENING,777,2,2,0.09,1257,2,1,1
2010-06-14,MIDDAY,619,7,2,0.09,1257,2,1,1
2010-06-14,EVENING,921,7,1,0.05,1257,3,1,1
2010-06-15,MIDDAY,463,6,3,0.04,0127,0,0,0
2010-06-15,EVENING,885,9,0,0.02,1267,0,0,0
2010-06-16,MIDDAY,091,4,0,0.02,1257,1,1,0
2010-06-16,EVENING,419,8,1,0.05,1257,1,1,0
2010-06-17,MIDDAY,791,0,3,0.04,1257,2,1,1
2010-06-17,EVENING,022,4,2,0.09,1279,1,1,0
2010-06-18,MIDDAY,071,7,1,0.05,1279,2,1,1
2010-06-18,EVENING,249,0,1,0.05,0127,2,1,1
2010-06-19,MIDDAY,319,0,1,0.05,0127,2,1,1
2010-06-19,EVENING,655,2,2,0.09,0127,1,1,0
2010-06-20,MIDDAY,192,3,0,0.02,0127,2,1,1
2010-06-20,EVENING,660,6,1,0.05,0129,1,1,0
2010-06-21,MIDDAY,285,1,0,0.02,0129,2,1,1
2010-06-21,EVENING,709,6,0,0.02,0129,2,1,1
2010-06-22,MIDDAY,645,2,0,0.02,0129,1,1,0
2010-06-22,EVENING,121,7,1,0.05,0129,2,1,1
2010-06-23,MIDDAY,668,6,1,0.05,0127,0,0,0
2010-06-23,EVENING,412,1,0,0.02,0129,2,1,1
2010-06-24,MIDDAY,790,6,0,0.02,1279,2,1,1
2010-06-24,EVENING,428,4,0,0.02,1279,1,1,0
2010-06-25,MIDDAY,210,7,0,0.02,1279,3,1,1
2010-06-25,EVENING,561,4,1,0.05,0127,1,1,0
2010-06-26,MIDDAY,318,2,1,0.05,0127,2,1,1
2010-06-26,EVENING,257,5,1,0.05,0126,1,1,0
2010-06-27,MIDDAY,246,3,1,0.05,0127,1,1,0
2010-06-27,EVENING,790,2,1,0.05,0126,2,1,1
2010-06-28,MIDDAY,702,2,1,0.05,0127,3,1,1
2010-06-28,EVENING,946,7,3,0.04,0124,1,1,0
2010-06-29,MIDDAY,701,7,1,0.05,0127,3,1,1
2010-06-29,EVENING,055,9,1,0.05,0127,1,1,0
2010-06-30,MIDDAY,595,7,1,0.05,0127,1,1,0
2010-06-30,EVENING,250,0,2,0.09,0127,2,1,1
2010-07-01,MIDDAY,982,5,1,0.05,0127,1,1,0
2010-07-01,EVENING,492,2,2,0.09,0279,2,1,1
2010-07-02,MIDDAY,228,9,2,0.09,0279,2,1,1
2010-07-02,EVENING,690,4,2,0.09,0279,2,1,1
2010-07-03,MIDDAY,312,2,1,0.05,0279,1,1,0
2010-07-03,EVENING,661,6,0,0.02,0279,0,0,0
2010-07-04,MIDDAY,997,3,1,0.05,0279,2,1,1
2010-07-04,EVENING,343,6,0,0.02,0279,0,0,0
2010-07-05,MIDDAY,620,9,1,0.05,1279,2,1,1
2010-07-05,EVENING,721,3,1,0.05,0269,1,1,0
2010-07-06,MIDDAY,224,6,1,0.05,0279,1,1,0
2010-07-06,EVENING,887,7,1,0.05,2679,1,1,0
2010-07-07,MIDDAY,531,2,0,0.02,2679,1,1,0
2010-07-07,EVENING,288,8,0,0.02,1279,1,1,0
2010-07-08,MIDDAY,310,5,1,0.05,1279,1,1,0
2010-07-08,EVENING,193,2,0,0.02,1279,3,1,1
2010-07-09,MIDDAY,540,3,2,0.09,1279,0,0,0
2010-07-09,EVENING,408,1,1,0.05,0239,1,1,0
2010-07-10,MIDDAY,339,5,2,0.09,0129,1,1,0
2010-07-10,EVENING,541,4,0,0.02,0129,1,1,0
2010-07-11,MIDDAY,129,3,1,0.05,1259,3,1,1
2010-07-11,EVENING,831,5,1,0.05,1239,2,1,1
2010-07-12,MIDDAY,867,1,2,0.09,1239,1,1,0
2010-07-12,EVENING,808,8,2,0.09,1239,0,0,0
2010-07-13,MIDDAY,202,8,1,0.05,1239,1,1,0
2010-07-13,EVENING,049,8,2,0.09,1239,1,1,0
2010-07-14,MIDDAY,556,2,2,0.09,0123,1,1,0
2010-07-14,EVENING,495,0,0,0.02,1238,0,0,0
2010-07-15,MIDDAY,566,5,1,0.05,0123,0,0,0
2010-07-15,EVENING,009,4,1,0.05,0125,1,1,0
2010-07-16,MIDDAY,073,5,0,0.02,0125,2,1,1
2010-07-16,EVENING,941,0,1,0.05,0235,1,1,0
2010-07-17,MIDDAY,217,0,1,0.05,0125,3,1,1
2010-07-17,EVENING,591,9,2,0.09,0125,2,1,1
2010-07-18,MIDDAY,165,2,1,0.05,0125,3,1,1
2010-07-18,EVENING,782,5,2,0.09,0125,2,1,1
2010-07-19,MIDDAY,621,1,2,0.09,0125,2,1,1
2010-07-19,EVENING,494,7,1,0.05,0125,0,0,0
2010-07-20,MIDDAY,066,6,0,0.02,0125,1,1,0
2010-07-20,EVENING,018,4,0,0.02,0125,2,1,1
2010-07-21,MIDDAY,193,0,1,0.05,0125,2,1,1
2010-07-21,EVENING,395,0,2,0.09,0159,3,1,1
2010-07-22,MIDDAY,705,1,3,0.04,0159,3,1,1
2010-07-22,EVENING,800,3,2,0.09,0159,1,1,0
2010-07-23,MIDDAY,113,7,1,0.05,0159,1,1,0
2010-07-23,EVENING,662,8,1,0.05,0159,0,0,0
2010-07-24,MIDDAY,976,1,0,0.02,0159,2,1,1
2010-07-24,EVENING,759,6,1,0.05,0159,2,1,1
2010-07-25,MIDDAY,523,9,3,0.04,0159,2,1,1
2010-07-25,EVENING,158,7,2,0.09,0159,2,1,1
2010-07-26,MIDDAY,634,5,1,0.05,0159,1,1,0
2010-07-26,EVENING,236,1,1,0.05,0159,1,1,0
2010-07-27,MIDDAY,967,6,2,0.09,0159,1,1,0
2010-07-27,EVENING,850,2,1,0.05,1569,1,1,0
2010-07-28,MIDDAY,307,9,0,0.02,0159,2,1,1
2010-07-28,EVENING,828,8,1,0.05,0159,0,0,0
2010-07-29,MIDDAY,608,3,0,0.02,0159,1,1,0
2010-07-29,EVENING,416,8,1,0.05,0135,1,1,0
2010-07-30,MIDDAY,398,6,2,0.09,1356,2,1,1
2010-07-30,EVENING,605,4,2,0.09,1368,1,1,0
2010-07-31,MIDDAY,014,3,1,0.05,0368,2,1,1
2010-07-31,EVENING,146,6,2,0.09,0136,2,1,1
2010-08-01,MIDDAY,599,0,2,0.09,0136,1,1,0
2010-08-01,EVENING,776,1,0,0.02,0136,2,1,1
2010-08-02,MIDDAY,336,5,0,0.02,0136,2,1,1
2010-08-02,EVENING,391,7,1,0.05,0136,2,1,1
2010-08-03,MIDDAY,940,3,1,0.05,1356,1,1,0
2010-08-03,EVENING,218,3,2,0.09,0136,2,1,1
2010-08-04,MIDDAY,509,9,1,0.05,1369,1,1,0
2010-08-04,EVENING,981,2,0,0.02,1369,2,1,1
2010-08-05,MIDDAY,347,5,1,0.05,1369,1,1,0
2010-08-05,EVENING,068,9,0,0.02,1369,2,1,1
2010-08-06,MIDDAY,044,3,0,0.02,0369,2,1,1
2010-08-06,EVENING,316,0,1,0.05,0369,3,1,1
2010-08-07,MIDDAY,681,0,2,0.09,0136,3,1,1
2010-08-07,EVENING,278,3,3,0.04,0136,1,1,0
2010-08-08,MIDDAY,048,6,1,0.05,0136,2,1,1
2010-08-08,EVENING,487,2,1,0.05,0368,1,1,0
2010-08-09,MIDDAY,566,0,2,0.09,0368,2,1,1
2010-08-09,EVENING,548,4,0,0.02,0368,1,1,0
2010-08-10,MIDDAY,531,5,1,0.05,0368,1,1,0
2010-08-10,EVENING,284,5,1,0.05,0368,1,1,0
2010-08-11,MIDDAY,075,5,1,0.05,0368,1,1,0
2010-08-11,EVENING,144,2,1,0.05,0358,0,0,0
2010-08-12,MIDDAY,394,0,0,0.02,0158,1,1,0
2010-08-12,EVENING,570,1,1,0.05,0348,1,1,0
2010-08-13,MIDDAY,347,3,1,0.05,0135,1,1,0
2010-08-13,EVENING,689,5,1,0.05,0345,1,1,0
2010-08-14,MIDDAY,628,3,0,0.02,0358,2,1,1
2010-08-14,EVENING,980,6,2,0.09,0358,2,1,1
2010-08-15,MIDDAY,311,6,2,0.09,0358,1,1,0
2010-08-15,EVENING,292,9,1,0.05,0368,0,0,0
2010-08-16,MIDDAY,093,3,0,0.02,0368,2,1,1
2010-08-16,EVENING,799,2,1,0.05,0368,0,0,0
2010-08-17,MIDDAY,931,0,1,0.05,0368,2,1,1
2010-08-17,EVENING,890,7,1,0.05,0368,2,1,1
2010-08-18,MIDDAY,459,9,2,0.09,0389,1,1,0
2010-08-18,EVENING,975,8,1,0.05,0389,2,1,1
2010-08-19,MIDDAY,492,4,2,0.09,0389,1,1,0
2010-08-19,EVENING,145,9,1,0.05,0389,1,1,0
2010-08-20,MIDDAY,351,4,2,0.09,0489,1,1,0
2010-08-20,EVENING,200,1,3,0.04,0459,1,1,0
2010-08-21,MIDDAY,769,3,1,0.05,0459,1,1,0
2010-08-21,EVENING,562,2,0,0.02,0359,1,1,0
2010-08-22,MIDDAY,941,7,1,0.05,3459,2,1,1
2010-08-22,EVENING,253,5,0,0.02,3459,2,1,1
2010-08-23,MIDDAY,060,9,0,0.02,3459,1,1,0
2010-08-23,EVENING,897,2,0,0.02,0359,1,1,0
2010-08-24,MIDDAY,832,0,1,0.05,3459,1,1,0
2010-08-24,EVENING,660,8,2,0.09,0239,1,1,0
2010-08-25,MIDDAY,739,8,2,0.09,0239,2,1,1
2010-08-25,EVENING,079,6,1,0.05,0389,2,1,1
2010-08-26,MIDDAY,982,7,2,0.09,0389,2,1,1
2010-08-26,EVENING,183,0,2,0.09,0389,3,1,1
2010-08-27,MIDDAY,367,9,1,0.05,0389,2,1,1
2010-08-27,EVENING,567,1,1,0.05,0389,0,0,0
2010-08-28,MIDDAY,275,3,2,0.09,0789,1,1,0
2010-08-28,EVENING,972,5,2,0.09,3789,2,1,1
2010-08-29,MIDDAY,503,2,3,0.04,2379,2,1,1
2010-08-29,EVENING,247,9,2,0.09,0379,2,1,1
2010-08-30,MIDDAY,580,5,1,0.05,2379,0,0,0
2010-08-30,EVENING,583,2,0,0.02,2579,2,1,1
2010-08-31,MIDDAY,566,5,2,0.09,2579,1,1,0
2010-08-31,EVENING,534,5,1,0.05,2579,1,1,0
2010-09-01,MIDDAY,049,5,1,0.05,2359,2,1,1
2010-09-01,EVENING,290,5,2,0.09,2359,3,1,1
2010-09-02,MIDDAY,996,0,3,0.04,0259,2,1,1
2010-09-02,EVENING,562,2,2,0.09,0259,2,1,1
2010-09-03,MIDDAY,902,9,1,0.05,0259,3,1,1
2010-09-03,EVENING,324,5,1,0.05,0259,2,1,1
2010-09-04,MIDDAY,085,9,1,0.05,0259,3,1,1
2010-09-04,EVENING,004,3,1,0.05,0259,1,1,0
2010-09-05,MIDDAY,195,0,1,0.05,0259,3,1,1
2010-09-05,EVENING,486,0,1,0.05,0259,1,1,0
2010-09-06,MIDDAY,003,1,1,0.05,0259,1,1,0
2010-09-06,EVENING,094,4,1,0.05,0259,2,1,1
2010-09-07,MIDDAY,513,0,1,0.05,0259,2,1,1
2010-09-07,EVENING,178,0,1,0.05,0359,1,1,0
2010-09-08,MIDDAY,598,5,2,0.09,0359,2,1,1
2010-09-08,EVENING,095,1,1,0.05,0359,3,1,1
2010-09-09,MIDDAY,199,5,2,0.09,0359,2,1,1
2010-09-09,EVENING,206,0,3,0.04,0159,1,1,0
2010-09-10,MIDDAY,937,1,0,0.02,0259,1,1,0
2010-09-10,EVENING,482,2,0,0.02,0159,0,0,0
2010-09-11,MIDDAY,722,9,0,0.02,0159,1,1,0
2010-09-11,EVENING,881,4,1,0.05,0259,0,0,0
2010-09-12,MIDDAY,235,7,0,0.02,0159,1,1,0
2010-09-12,EVENING,171,8,0,0.02,0259,0,0,0
2010-09-13,MIDDAY,837,2,1,0.05,0259,1,1,0
2010-09-13,EVENING,812,1,2,0.09,0259,1,1,0
2010-09-14,MIDDAY,865,8,2,0.09,0259,1,1,0
2010-09-14,EVENING,569,8,1,0.05,0258,2,1,1
2010-09-15,MIDDAY,588,8,3,0.04,2589,2,1,1
2010-09-15,EVENING,014,5,2,0.09,0589,2,1,1
2010-09-16,MIDDAY,662,5,1,0.05,0158,1,1,0
2010-09-16,EVENING,488,0,1,0.05,0158,2,1,1
2010-09-17,MIDDAY,667,6,0,0.02,0158,0,0,0
2010-09-17,EVENING,794,4,0,0.02,0158,0,0,0
2010-09-18,MIDDAY,896,6,1,0.05,0589,2,1,1
2010-09-18,EVENING,353,7,1,0.05,0589,1,1,0
2010-09-19,MIDDAY,272,8,0,0.02,5789,2,1,1
2010-09-19,EVENING,807,3,1,0.05,5789,2,1,1
2010-09-20,MIDDAY,217,2,2,0.09,5789,1,1,0
2010-09-20,EVENING,630,8,1,0.05,2578,1,1,0
2010-09-21,MIDDAY,733,2,0,0.02,2578,2,1,1
2010-09-21,EVENING,635,6,1,0.05,2578,1,1,0
2010-09-22,MIDDAY,429,7,1,0.05,2578,2,1,1
2010-09-22,EVENING,821,6,0,0.02,2578,2,1,1
2010-09-23,MIDDAY,407,4,1,0.05,2578,1,1,0
2010-09-23,EVENING,296,8,0,0.02,2578,2,1,1
2010-09-24,MIDDAY,159,4,0,0.02,2578,1,1,0
2010-09-24,EVENING,820,2,1,0.05,2578,2,1,1
2010-09-25,MIDDAY,739,1,0,0.02,2578,1,1,0
2010-09-25,EVENING,848,8,0,0.02,2789,1,1,0
2010-09-26,MIDDAY,230,7,0,0.02,2789,2,1,1
2010-09-26,EVENING,443,8,0,0.02,2789,1,1,0
2010-09-27,MIDDAY,078,2,1,0.05,0278,4,1,1
2010-09-27,EVENING,379,4,1,0.05,0278,1,1,0
2010-09-28,MIDDAY,262,0,1,0.05,0278,2,1,1
2010-09-28,EVENING,851,3,0,0.02,0278,1,1,0
2010-09-29,MIDDAY,518,2,0,0.02,2378,2,1,1
2010-09-29,EVENING,392,8,3,0.04,0278,2,1,1
2010-09-30,MIDDAY,517,5,2,0.09,2378,1,1,0
2010-09-30,EVENING,482,3,0,0.02,2378,3,1,1
2010-10-01,MIDDAY,703,5,0,0.02,2378,2,1,1
2010-10-01,EVENING,851,4,1,0.05,2378,1,1,0
2010-10-02,MIDDAY,137,7,1,0.05,2378,2,1,1
2010-10-02,EVENING,307,8,1,0.05,2378,3,1,1
2010-10-03,MIDDAY,031,1,2,0.09,2378,1,1,0
2010-10-03,EVENING,214,3,2,0.09,2378,2,1,1
2010-10-04,MIDDAY,957,0,2,0.09,2378,1,1,0
2010-10-04,EVENING,513,2,0,0.02,2378,2,1,1
2010-10-05,MIDDAY,925,9,1,0.05,1378,0,0,0
2010-10-05,EVENING,052,5,2,0.09,2378,1,1,0
2010-10-06,MIDDAY,080,9,2,0.09,2358,1,1,0
2010-10-06,EVENING,082,0,1,0.05,2358,2,1,1
2010-10-07,MIDDAY,677,0,2,0.09,0238,1,1,0
2010-10-07,EVENING,561,0,1,0.05,0238,1,1,0
2010-10-08,MIDDAY,646,6,2,0.09,0238,0,0,0
2010-10-08,EVENING,664,5,1,0.05,0258,1,1,0
2010-10-09,MIDDAY,557,6,2,0.09,0258,1,1,0
2010-10-09,EVENING,124,6,2,0.09,0258,1,1,0
2010-10-10,MIDDAY,422,5,1,0.05,0235,2,1,1
2010-10-10,EVENING,097,1,2,0.09,0125,2,1,1
2010-10-11,MIDDAY,197,4,0,0.02,0257,1,1,0
2010-10-11,EVENING,764,0,3,0.04,1257,1,1,0
2010-10-12,MIDDAY,630,1,2,0.09,0157,2,1,1
2010-10-12,EVENING,190,7,2,0.09,0157,3,1,1
2010-10-13,MIDDAY,595,6,2,0.09,0157,1,1,0
2010-10-13,EVENING,885,1,1,0.05,0157,2,1,1
2010-10-14,MIDDAY,437,5,1,0.05,0157,2,1,1
2010-10-14,EVENING,554,8,1,0.05,0157,1,1,0
2010-10-15,MIDDAY,661,4,2,0.09,0157,1,1,0
2010-10-15,EVENING,550,5,1,0.05,0145,2,1,1
2010-10-16,MIDDAY,838,6,0,0.02,0145,0,0,0
2010-10-16,EVENING,817,5,0,0.02,0156,2,1,1
2010-10-17,MIDDAY,245,8,1,0.05,0145,2,1,1
2010-10-17,EVENING,299,8,2,0.09,0145,0,0,0
2010-10-18,MIDDAY,778,2,2,0.09,1458,1,1,0
2010-10-18,EVENING,060,2,2,0.09,1458,0,0,0
2010-10-19,MIDDAY,293,7,1,0.05,4578,1,1,0
2010-10-19,EVENING,769,0,1,0.05,5678,2,1,1
2010-10-20,MIDDAY,884,2,2,0.09,0567,0,0,0
2010-10-20,EVENING,898,7,0,0.02,2578,2,1,1
2010-10-21,MIDDAY,164,8,1,0.05,2578,1,1,0
2010-10-21,EVENING,011,8,1,0.05,4578,1,1,0
2010-10-22,MIDDAY,963,1,2,0.09,1478,1,1,0
2010-10-22,EVENING,307,0,1,0.05,1678,1,1,0
2010-10-23,MIDDAY,004,9,1,0.05,0178,1,1,0
2010-10-23,EVENING,663,3,1,0.05,0178,0,0,0
2010-10-24,MIDDAY,065,0,0,0.02,0678,2,1,1
2010-10-24,EVENING,212,6,1,0.05,0168,2,1,1
2010-10-25,MIDDAY,476,0,1,0.05,0168,2,1,1
2010-10-25,EVENING,065,2,1,0.05,0678,2,1,1
2010-10-26,MIDDAY,405,4,2,0.09,0568,2,1,1
2010-10-26,EVENING,006,0,2,0.09,0456,2,1,1
2010-10-27,MIDDAY,673,4,1,0.05,0468,2,1,1
2010-10-27,EVENING,802,0,1,0.05,0467,1,1,0
2010-10-28,MIDDAY,992,6,0,0.02,0268,2,1,1
2010-10-28,EVENING,304,8,1,0.05,0268,2,1,1
2010-10-29,MIDDAY,971,9,0,0.02,0268,0,0,0
2010-10-29,EVENING,669,3,0,0.02,0246,1,1,0
2010-10-30,MIDDAY,122,9,1,0.05,0269,2,1,1
2010-10-30,EVENING,967,6,1,0.05,0269,2,1,1
2010-10-31,MIDDAY,518,1,1,0.05,0679,0,0,0
2010-10-31,EVENING,987,9,0,0.02,0679,2,1,1
2010-11-01,MIDDAY,320,5,1,0.05,0679,1,1,0
2010-11-01,EVENING,071,9,0,0.02,0689,2,1,1
2010-11-02,MIDDAY,714,3,1,0.05,0679,1,1,0
2010-11-02,EVENING,053,0,2,0.09,0679,1,1,0
2010-11-03,MIDDAY,729,7,1,0.05,0679,2,1,1
2010-11-03,EVENING,425,0,0,0.02,0679,1,1,0
2010-11-04,MIDDAY,031,7,1,0.05,0679,2,1,1
2010-11-04,EVENING,165,4,1,0.05,0679,1,1,0
2010-11-05,MIDDAY,881,0,1,0.05,0167,2,1,1
2010-11-05,EVENING,438,1,1,0.05,0167,1,1,0
2010-11-06,MIDDAY,539,8,2,0.09,0167,0,0,0
2010-11-06,EVENING,333,4,2,0.09,0179,0,0,0
2010-11-07,MIDDAY,169,5,1,0.05,0139,2,1,1
2010-11-07,EVENING,702,3,0,0.02,0139,2,1,1
2010-11-08,MIDDAY,130,1,0,0.02,0139,3,1,1
2010-11-08,EVENING,807,7,2,0.09,0139,1,1,0
2010-11-09,MIDDAY,886,1,1,0.05,0137,1,1,0
2010-11-09,EVENING,751,8,1,0.05,0138,2,1,1
2010-11-10,MIDDAY,954,8,2,0.09,0138,1,1,0
2010-11-10,EVENING,060,7,2,0.09,0178,2,1,1
2010-11-11,MIDDAY,230,9,0,0.02,0178,1,1,0
2010-11-11,EVENING,608,0,1,0.05,0137,1,1,0
2010-11-12,MIDDAY,580,2,1,0.05,0178,2,1,1
2010-11-12,EVENING,135,6,2,0.09,0138,2,1,1
2010-11-13,MIDDAY,421,5,1,0.05,0138,1,1,0
2010-11-13,EVENING,513,1,2,0.09,0158,2,1,1
2010-11-14,MIDDAY,352,4,2,0.09,0135,2,1,1
2010-11-14,EVENING,408,5,2,0.09,0135,2,1,1
2010-11-15,MIDDAY,455,3,2,0.09,0135,2,1,1
2010-11-15,EVENING,019,4,2,0.09,0135,2,1,1
2010-11-16,MIDDAY,390,4,1,0.05,0135,2,1,1
2010-11-16,EVENING,484,0,3,0.04,0135,1,1,0
2010-11-17,MIDDAY,079,3,2,0.09,0345,2,1,1
2010-11-17,EVENING,028,4,1,0.05,0345,2,1,1
