draw_date,draw_time,actual_pick3,actual_fireball,regime,struct_weight,top4,hits_in_top4,any_hit,hit_2plus
2015-03-23,MIDDAY,784,1,1,0.05,0369,0,0,0
2015-03-23,EVENING,287,0,2,0.09,1369,0,0,0
2015-03-24,MIDDAY,980,7,2,0.09,0139,2,1,1
2015-03-24,EVENING,501,2,3,0.04,0139,2,1,1
2015-03-25,MIDDAY,292,9,1,0.05,0139,1,1,0
2015-03-25,EVENING,480,5,1,0.05,0139,1,1,0
2015-03-26,MIDDAY,105,2,0,0.02,0139,2,1,1
2015-03-26,EVENING,891,4,2,0.09,0139,2,1,1
2015-03-27,MIDDAY,051,1,1,0.05,0139,2,1,1
2015-03-27,EVENING,251,8,1,0.05,0159,2,1,1
2015-03-28,MIDDAY,238,0,2,0.09,0159,1,1,0
2015-03-28,EVENING,746,2,2,0.09,0138,0,0,0
2015-03-29,MIDDAY,846,2,1,0.05,0138,1,1,0
2015-03-29,EVENING,701,7,3,0.04,0128,2,1,1
2015-03-30,MIDDAY,491,8,0,0.02,0148,3,1,1
2015-03-30,EVENING,241,7,1,0.05,0148,2,1,1
2015-03-31,MIDDAY,475,4,2,0.09,0148,1,1,0
2015-03-31,EVENING,695,2,2,0.09,0148,0,0,0
2015-04-01,MIDDAY,340,4,1,0.05,0124,2,1,1
2015-04-01,EVENING,073,6,0,0.02,0124,1,1,0
2015-04-02,MIDDAY,268,3,2,0.09,0124,1,1,0
2015-04-02,EVENING,601,0,2,0.09,0248,1,1,0
2015-04-03,MIDDAY,335,2,1,0.05,0128,1,1,0
2015-04-03,EVENING,523,6,0,0.02,0124,1,1,0
2015-04-04,MIDDAY,867,3,3,0.04,0123,1,1,0
2015-04-04,EVENING,756,5,2,0.09,0128,0,0,0
2015-04-05,MIDDAY,579,8,2,0.09,0256,1,1,0
2015-04-05,EVENING,737,7,2,0.09,0258,0,0,0
2015-04-06,MIDDAY,753,5,1,0.05,0258,1,1,0
2015-04-06,EVENING,548,7,2,0.09,2357,2,1,1
2015-04-07,MIDDAY,121,7,2,0.09,3578,1,1,0
2015-04-07,EVENING,142,5,1,0.05,2357,2,1,1
2015-04-08,MIDDAY,937,1,2,0.09,1257,2,1,1
2015-04-08,EVENING,380,1,1,0.05,1357,2,1,1
2015-04-09,MIDDAY,035,9,2,0.09,1357,2,1,1
2015-04-09,EVENING,593,3,2,0.09,1357,2,1,1
2015-04-10,MIDDAY,077,0,3,0.04,1357,1,1,0
2015-04-10,EVENING,907,5,0,0.02,1357,2,1,1
2015-04-11,MIDDAY,676,0,2,0.09,1357,1,1,0
2015-04-11,EVENING,611,9,2,0.09,0357,0,0,0
2015-04-12,MIDDAY,762,6,1,0.05,1357,1,1,0
2015-04-12,EVENING,116,6,1,0.05,0357,0,0,0
2015-04-13,MIDDAY,235,7,1,0.05,3567,3,1,1
2015-04-13,EVENING,724,1,0,0.02,0357,1,1,0
2015-04-14,MIDDAY,983,2,2,0.09,1357,1,1,0
2015-04-14,EVENING,639,7,1,0.05,2357,2,1,1
2015-04-15,MIDDAY,112,9,2,0.09,2357,1,1,0
2015-04-15,EVENING,846,6,1,0.05,2357,0,0,0
2015-04-16,MIDDAY,505,1,0,0.02,1237,1,1,0
2015-04-16,EVENING,063,8,0,0.02,1257,0,0,0
2015-04-17,MIDDAY,145,5,1,0.05,1237,1,1,0
2015-04-17,EVENING,334,0,0,0.02,1357,1,1,0
2015-04-18,MIDDAY,003,1,1,0.05,1357,2,1,1
2015-04-18,EVENING,309,3,2,0.09,0137,2,1,1
2015-04-19,MIDDAY,363,0,2,0.09,0137,2,1,1
2015-04-19,EVENING,730,3,2,0.09,0137,3,1,1
2015-04-20,MIDDAY,885,3,2,0.09,0137,1,1,0
2015-04-20,EVENING,504,7,1,0.05,0137,2,1,1
2015-04-21,MIDDAY,600,8,1,0.05,0357,1,1,0
2015-04-21,EVENING,138,5,1,0.05,0367,1,1,0
2015-04-22,MIDDAY,196,6,1,0.05,0367,1,1,0
2015-04-22,EVENING,537,1,1,0.05,0367,2,1,1
2015-04-23,MIDDAY,921,1,1,0.05,0137,1,1,0
2015-04-23,EVENING,296,5,1,0.05,0136,1,1,0
2015-04-24,MIDDAY,316,9,2,0.09,1356,3,1,1
2015-04-24,EVENING,624,2,2,0.09,1356,1,1,0
2015-04-25,MIDDAY,902,3,1,0.05,1356,1,1,0
2015-04-25,EVENING,481,6,1,0.05,0136,2,1,1
2015-04-26,MIDDAY,521,9,0,0.02,0136,1,1,0
2015-04-26,EVENING,814,4,1,0.05,1369,1,1,0
2015-04-27,MIDDAY,941,5,1,0.05,1369,2,1,1
2015-04-27,EVENING,590,8,2,0.09,1359,2,1,1
2015-04-28,MIDDAY,215,9,2,0.09,1359,3,1,1
2015-04-28,EVENING,000,5,2,0.09,1359,1,1,0
2015-04-29,MIDDAY,139,2,1,0.05,1359,3,1,1
2015-04-29,EVENING,715,0,0,0.02,1359,2,1,1
2015-04-30,MIDDAY,673,1,1,0.05,1359,2,1,1
2015-04-30,EVENING,999,7,2,0.09,1359,1,1,0
2015-05-01,MIDDAY,603,6,1,0.05,1359,1,1,0
2015-05-01,EVENING,141,9,0,0.02,1359,2,1,1
2015-05-02,MIDDAY,261,6,0,0.02,1359,1,1,0
2015-05-02,EVENING,734,1,1,0.05,1359,2,1,1
2015-05-04,MIDDAY,011,2,1,0.05,1359,1,1,0
2015-05-04,EVENING,455,7,1,0.05,0139,0,0,0
2015-05-05,MIDDAY,956,0,0,0.02,1359,2,1,1
2015-05-05,EVENING,617,4,1,0.05,1569,2,1,1
2015-05-06,MIDDAY,771,9,1,0.05,1569,2,1,1
2015-05-06,EVENING,112,6,2,0.09,1569,2,1,1
2015-05-07,MIDDAY,412,7,1,0.05,1269,2,1,1
2015-05-07,EVENING,368,1,2,0.09,1269,2,1,1
2015-05-08,MIDDAY,253,4,1,0.05,1269,1,1,0
2015-05-08,EVENING,086,3,1,0.05,1249,0,0,0
2015-05-09,MIDDAY,200,2,1,0.05,1456,0,0,0
2015-05-09,EVENING,668,0,1,0.05,1256,1,1,0
2015-05-10,MIDDAY,469,2,1,0.05,0136,1,1,0
2015-05-10,EVENING,337,6,1,0.05,0126,1,1,0
2015-05-11,MIDDAY,215,4,1,0.05,0126,2,1,1
2015-05-11,EVENING,417,3,0,0.02,1236,2,1,1
2015-05-12,MIDDAY,190,2,2,0.09,1346,1,1,0
2015-05-12,EVENING,716,4,1,0.05,1236,2,1,1
2015-05-13,MIDDAY,767,1,1,0.05,1246,2,1,1
2015-05-13,EVENING,856,7,3,0.04,1467,2,1,1
2015-05-14,MIDDAY,257,7,2,0.09,1467,1,1,0
2015-05-14,EVENING,394,8,2,0.09,1267,0,0,0
2015-05-15,MIDDAY,039,2,0,0.02,1467,0,0,0
2015-05-15,EVENING,767,3,2,0.09,1267,2,1,1
2015-05-16,MIDDAY,558,0,1,0.05,1267,0,0,0
2015-05-16,EVENING,485,7,0,0.02,1267,1,1,0
2015-05-17,MIDDAY,756,5,2,0.09,1467,2,1,1
2015-05-17,EVENING,520,4,2,0.09,1567,1,1,0
2015-05-18,MIDDAY,721,7,1,0.05,1267,3,1,1
2015-05-18,EVENING,708,5,1,0.05,1267,1,1,0
2015-05-19,MIDDAY,853,7,1,0.05,1267,1,1,0
2015-05-19,EVENING,196,7,3,0.04,2567,2,1,1
2015-05-20,MIDDAY,448,8,1,0.05,1567,0,0,0
2015-05-20,EVENING,967,1,0,0.02,4567,2,1,1
2015-05-21,MIDDAY,829,4,0,0.02,1567,0,0,0
2015-05-21,EVENING,208,9,1,0.05,1567,0,0,0
2015-05-22,MIDDAY,636,8,3,0.04,1267,1,1,0
2015-05-22,EVENING,931,2,1,0.05,1678,1,1,0
2015-05-23,MIDDAY,615,6,1,0.05,1278,1,1,0
2015-05-23,EVENING,001,9,1,0.05,1678,1,1,0
2015-05-24,MIDDAY,792,6,1,0.05,1679,3,1,1
2015-05-24,EVENING,916,0,1,0.05,1679,3,1,1
2015-05-25,MIDDAY,091,7,2,0.09,1679,3,1,1
2015-05-25,EVENING,021,9,3,0.04,1679,2,1,1
2015-05-26,MIDDAY,295,0,3,0.04,1679,1,1,0
2015-05-26,EVENING,819,0,3,0.04,1279,2,1,1
2015-05-27,MIDDAY,843,2,2,0.09,0179,0,0,0
2015-05-27,EVENING,914,8,1,0.05,0129,2,1,1
2015-05-28,MIDDAY,711,8,2,0.09,0179,2,1,1
2015-05-28,EVENING,542,9,2,0.09,1789,1,1,0
2015-05-29,MIDDAY,167,7,0,0.02,1279,2,1,1
2015-05-29,EVENING,723,5,0,0.02,1279,2,1,1
2015-05-30,MIDDAY,914,1,1,0.05,1279,2,1,1
2015-05-30,EVENING,451,7,0,0.02,1279,2,1,1
2015-05-31,MIDDAY,246,9,2,0.09,1279,2,1,1
2015-05-31,EVENING,507,4,1,0.05,1279,1,1,0
2015-06-01,MIDDAY,813,2,1,0.05,1279,2,1,1
2015-06-01,EVENING,597,5,0,0.02,1279,2,1,1
2015-06-02,MIDDAY,539,8,0,0.02,1279,1,1,0
2015-06-02,EVENING,342,5,2,0.09,1279,1,1,0
2015-06-03,MIDDAY,437,5,2,0.09,1279,1,1,0
2015-06-03,EVENING,277,3,3,0.04,1579,1,1,0
2015-06-04,MIDDAY,762,4,2,0.09,1279,2,1,1
2015-06-04,EVENING,501,2,2,0.09,1279,2,1,1
2015-06-05,MIDDAY,873,7,1,0.05,1279,1,1,0
2015-06-05,EVENING,571,5,0,0.02,2579,2,1,1
2015-06-06,MIDDAY,769,8,1,0.05,1257,1,1,0
2015-06-06,EVENING,263,5,1,0.05,2579,2,1,1
2015-06-07,MIDDAY,217,7,1,0.05,2579,2,1,1
2015-06-07,EVENING,244,2,1,0.05,1257,1,1,0
2015-06-08,MIDDAY,165,2,1,0.05,1257,3,1,1
2015-06-08,EVENING,311,2,1,0.05,1257,2,1,1
2015-06-09,MIDDAY,586,1,2,0.09,1257,2,1,1
2015-06-09,EVENING,810,3,1,0.05,1257,1,1,0
2015-06-10,MIDDAY,655,5,2,0.09,1257,1,1,0
2015-06-10,EVENING,423,8,0,0.02,1257,1,1,0
2015-06-11,MIDDAY,943,6,0,0.02,1257,0,0,0
2015-06-11,EVENING,821,4,2,0.09,1235,2,1,1
2015-06-12,MIDDAY,362,9,1,0.05,1235,2,1,1
2015-06-12,EVENING,907,8,1,0.05,1235,0,0,0
2015-06-13,MIDDAY,002,3,1,0.05,1235,2,1,1
2015-06-13,EVENING,207,9,1,0.05,1238,1,1,0
2015-06-14,MIDDAY,167,0,2,0.09,1239,1,1,0
2015-06-14,EVENING,888,2,2,0.09,1237,1,1,0
2015-06-15,MIDDAY,647,1,0,0.02,1237,2,1,1
2015-06-15,EVENING,981,8,0,0.02,1237,1,1,0
2015-06-16,MIDDAY,524,6,1,0.05,1267,2,1,1
2015-06-16,EVENING,714,9,0,0.02,1267,2,1,1
2015-06-17,MIDDAY,621,5,1,0.05,1267,3,1,1
2015-06-17,EVENING,840,7,1,0.05,1267,1,1,0
2015-06-18,MIDDAY,190,6,0,0.02,1267,2,1,1
2015-06-18,EVENING,976,8,1,0.05,1267,2,1,1
2015-06-19,MIDDAY,687,1,2,0.09,1267,3,1,1
2015-06-19,EVENING,139,9,3,0.04,1267,1,1,0
2015-06-20,MIDDAY,398,6,1,0.05,1268,2,1,1
2015-06-20,EVENING,841,1,2,0.09,1689,2,1,1
2015-06-21,MIDDAY,846,3,1,0.05,1689,2,1,1
2015-06-21,EVENING,574,8,2,0.09,1689,1,1,0
2015-06-22,MIDDAY,393,8,2,0.09,1678,1,1,0
2015-06-22,EVENING,765,5,1,0.05,1689,1,1,0
2015-06-23,MIDDAY,657,3,0,0.02,1678,2,1,1
2015-06-23,EVENING,730,7,3,0.04,1678,1,1,0
2015-06-24,MIDDAY,511,6,2,0.09,1678,2,1,1
2015-06-24,EVENING,011,7,0,0.02,1678,2,1,1
2015-06-25,MIDDAY,709,5,1,0.05,1678,1,1,0
2015-06-25,EVENING,352,0,2,0.09,1678,0,0,0
2015-06-26,MIDDAY,138,7,2,0.09,1678,3,1,1
2015-06-26,EVENING,677,3,1,0.05,1678,2,1,1
2015-06-27,MIDDAY,852,1,2,0.09,1367,1,1,0
2015-06-27,EVENING,037,6,0,0.02,1678,2,1,1
2015-06-28,MIDDAY,926,8,0,0.02,1367,1,1,0
2015-06-28,EVENING,837,0,1,0.05,1678,2,1,1
2015-06-29,MIDDAY,553,9,1,0.05,3678,1,1,0
2015-06-29,EVENING,147,8,1,0.05,3678,2,1,1
2015-06-30,MIDDAY,969,5,0,0.02,3678,1,1,0
2015-06-30,EVENING,014,1,0,0.02,3678,0,0,0
2015-07-01,MIDDAY,544,9,0,0.02,3678,0,0,0
2015-07-01,EVENING,250,0,1,0.05,3678,0,0,0
2015-07-02,MIDDAY,939,5,1,0.05,3578,2,1,1
2015-07-02,EVENING,544,2,1,0.05,3578,1,1,0
2015-07-03,MIDDAY,842,9,1,0.05,3578,1,1,0
2015-07-03,EVENING,961,5,2,0.09,3578,1,1,0
2015-07-04,MIDDAY,717,8,1,0.05,3579,1,1,0
2015-07-04,EVENING,612,9,1,0.05,5789,1,1,0
2015-07-05,MIDDAY,534,7,1,0.05,5679,2,1,1
2015-07-05,EVENING,059,6,0,0.02,1579,2,1,1
2015-07-06,MIDDAY,194,5,1,0.05,1579,3,1,1
2015-07-06,EVENING,334,0,2,0.09,1579,0,0,0
2015-07-07,MIDDAY,938,1,1,0.05,1579,2,1,1
2015-07-07,EVENING,820,3,1,0.05,1359,1,1,0
2015-07-08,MIDDAY,361,9,2,0.09,1359,3,1,1
2015-07-08,EVENING,705,8,1,0.05,1359,1,1,0
2015-07-09,MIDDAY,175,3,0,0.02,1359,3,1,1
2015-07-09,EVENING,235,7,2,0.09,1359,2,1,1
2015-07-10,MIDDAY,980,1,3,0.04,1359,2,1,1
2015-07-10,EVENING,448,2,0,0.02,1359,0,0,0
2015-07-11,MIDDAY,640,9,1,0.05,1359,1,1,0
2015-07-11,EVENING,656,4,1,0.05,1359,1,1,0
2015-07-12,MIDDAY,209,6,2,0.09,1589,1,1,0
2015-07-12,EVENING,776,6,1,0.05,0359,0,0,0
2015-07-13,MIDDAY,693,2,1,0.05,0569,2,1,1
2015-07-13,EVENING,903,7,1,0.05,3569,2,1,1
2015-07-14,MIDDAY,274,6,2,0.09,3569,1,1,0
2015-07-14,EVENING,315,9,1,0.05,3569,3,1,1
2015-07-15,MIDDAY,403,2,0,0.02,3569,1,1,0
2015-07-15,EVENING,104,3,1,0.05,3569,1,1,0
2015-07-16,MIDDAY,826,4,3,0.04,0369,1,1,0
2015-07-16,EVENING,001,1,1,0.05,0369,1,1,0
2015-07-17,MIDDAY,965,8,0,0.02,0369,2,1,1
2015-07-17,EVENING,609,0,0,0.02,0369,3,1,1
2015-07-18,MIDDAY,295,9,2,0.09,0369,1,1,0
2015-07-18,EVENING,850,6,1,0.05,0369,2,1,1
2015-07-19,MIDDAY,820,2,1,0.05,0369,1,1,0
2015-07-19,EVENING,514,8,2,0.09,0369,0,0,0
2015-07-20,MIDDAY,802,8,1,0.05,0569,1,1,0
2015-07-20,EVENING,453,5,1,0.05,0569,1,1,0
2015-07-21,MIDDAY,449,8,0,0.02,0569,1,1,0
2015-07-21,EVENING,659,4,1,0.05,0589,2,1,1
2015-07-22,MIDDAY,731,4,2,0.09,0459,1,1,0
2015-07-22,EVENING,256,6,1,0.05,0469,1,1,0
2015-07-23,MIDDAY,757,7,0,0.02,4569,1,1,0
2015-07-23,EVENING,965,2,1,0.05,4569,3,1,1
2015-07-24,MIDDAY,653,7,1,0.05,4569,2,1,1
2015-07-24,EVENING,320,9,2,0.09,4569,1,1,0
2015-07-25,MIDDAY,595,6,1,0.05,2569,3,1,1
2015-07-25,EVENING,232,3,1,0.05,2569,1,1,0
2015-07-26,MIDDAY,244,5,0,0.02,2569,2,1,1
2015-07-26,EVENING,649,2,1,0.05,2569,3,1,1
2015-07-27,MIDDAY,986,2,2,0.09,2569,3,1,1
2015-07-27,EVENING,646,6,3,0.04,2569,1,1,0
2015-07-28,MIDDAY,163,9,1,0.05,2569,2,1,1
2015-07-28,EVENING,655,6,1,0.05,2569,2,1,1
2015-07-29,MIDDAY,543,1,1,0.05,2569,1,1,0
2015-07-29,EVENING,252,6,1,0.05,2569,3,1,1
2015-07-30,MIDDAY,792,5,1,0.05,2569,3,1,1
2015-07-30,EVENING,715,2,2,0.09,2569,2,1,1
2015-07-31,MIDDAY,714,7,3,0.04,2456,1,1,0
2015-07-31,EVENING,654,7,2,0.09,2569,2,1,1
2015-08-01,MIDDAY,721,7,2,0.09,2456,1,1,0
2015-08-01,EVENING,177,6,1,0.05,2456,1,1,0
2015-08-02,MIDDAY,638,7,2,0.09,2456,1,1,0
2015-08-02,EVENING,028,1,2,0.09,2567,1,1,0
2015-08-03,MIDDAY,146,6,1,0.05,2567,1,1,0
2015-08-03,EVENING,101,0,1,0.05,2567,0,0,0
2015-08-04,MIDDAY,781,1,1,0.05,1256,1,1,0
2015-08-04,EVENING,111,1,1,0.05,1256,1,1,0
2015-08-05,MIDDAY,136,7,1,0.05,1256,2,1,1
2015-08-05,EVENING,215,1,1,0.05,1267,2,1,1
2015-08-06,MIDDAY,124,1,1,0.05,1256,2,1,1
2015-08-06,EVENING,963,2,2,0.09,1256,2,1,1
2015-08-07,MIDDAY,429,1,1,0.05,1256,2,1,1
2015-08-07,EVENING,953,9,2,0.09,1246,0,0,0
2015-08-08,MIDDAY,148,4,1,0.05,1256,1,1,0
2015-08-08,EVENING,479,9,0,0.02,1256,0,0,0
2015-08-09,MIDDAY,547,1,1,0.05,1246,2,1,1
2015-08-09,EVENING,411,4,2,0.09,1245,2,1,1
2015-08-10,MIDDAY,394,5,2,0.09,1245,2,1,1
2015-08-10,EVENING,494,4,1,0.05,1245,1,1,0
2015-08-11,MIDDAY,219,3,2,0.09,1245,2,1,1
2015-08-11,EVENING,464,4,1,0.05,1249,1,1,0
2015-08-12,MIDDAY,977,2,0,0.02,1249,2,1,1
2015-08-12,EVENING,078,4,0,0.02,1479,2,1,1
2015-08-13,MIDDAY,094,9,1,0.05,1479,2,1,1
2015-08-13,EVENING,821,0,2,0.09,1479,1,1,0
2015-08-14,MIDDAY,780,0,1,0.05,1249,0,0,0
2015-08-14,EVENING,800,8,2,0.09,1249,0,0,0
2015-08-15,MIDDAY,923,7,2,0.09,1249,2,1,1
2015-08-15,EVENING,714,8,0,0.02,1249,2,1,1
2015-08-16,MIDDAY,425,9,1,0.05,1479,2,1,1
2015-08-16,EVENING,379,7,1,0.05,1249,1,1,0
2015-08-17,MIDDAY,297,4,1,0.05,1479,3,1,1
2015-08-17,EVENING,122,3,2,0.09,2479,1,1,0
2015-08-18,MIDDAY,935,2,1,0.05,1249,2,1,1
2015-08-18,EVENING,090,1,2,0.09,1249,2,1,1
2015-08-19,MIDDAY,614,9,1,0.05,1249,3,1,1
2015-08-19,EVENING,364,0,2,0.09,1249,1,1,0
2015-08-20,MIDDAY,706,6,2,0.09,1249,0,0,0
2015-08-20,EVENING,056,3,2,0.09,1479,0,0,0
2015-08-21,MIDDAY,550,7,2,0.09,1479,1,1,0
2015-08-21,EVENING,860,0,2,0.09,1479,0,0,0
2015-08-22,MIDDAY,136,5,1,0.05,0479,0,0,0
2015-08-22,EVENING,958,8,1,0.05,0149,1,1,0
2015-08-23,MIDDAY,902,1,1,0.05,0479,2,1,1
2015-08-23,EVENING,523,9,1,0.05,0179,1,1,0
2015-08-24,MIDDAY,443,9,2,0.09,0179,1,1,0
2015-08-24,EVENING,729,5,2,0.09,0379,2,1,1
2015-08-25,MIDDAY,112,4,1,0.05,0279,1,1,0
2015-08-25,EVENING,231,7,1,0.05,0129,2,1,1
2015-08-26,MIDDAY,940,1,2,0.09,1239,2,1,1
2015-08-26,EVENING,548,2,1,0.05,1239,1,1,0
2015-08-27,MIDDAY,992,9,1,0.05,1249,2,1,1
2015-08-27,EVENING,911,5,1,0.05,1249,2,1,1
2015-08-28,MIDDAY,885,9,1,0.05,1249,1,1,0
2015-08-28,EVENING,142,9,2,0.09,1259,3,1,1
2015-08-29,MIDDAY,292,8,1,0.05,1249,2,1,1
2015-08-29,EVENING,124,1,2,0.09,1249,3,1,1
2015-08-30,MIDDAY,264,2,1,0.05,1249,2,1,1
2015-08-30,EVENING,360,1,2,0.09,1249,1,1,0
2015-08-31,MIDDAY,133,2,1,0.05,1249,2,1,1
2015-08-31,EVENING,809,3,2,0.09,1249,1,1,0
2015-09-01,MIDDAY,527,1,1,0.05,1249,2,1,1
2015-09-01,EVENING,690,8,0,0.02,1259,1,1,0
2015-09-02,MIDDAY,782,5,0,0.02,1249,1,1,0
2015-09-02,EVENING,390,6,1,0.05,1259,1,1,0
2015-09-03,MIDDAY,579,7,0,0.02,1239,1,1,0
2015-09-03,EVENING,632,3,1,0.05,1239,2,1,1
2015-09-04,MIDDAY,200,5,0,0.02,1239,1,1,0
2015-09-04,EVENING,317,6,1,0.05,0129,1,1,0
2015-09-05,MIDDAY,897,2,0,0.02,1239,2,1,1
2015-09-05,EVENING,417,3,1,0.05,1239,2,1,1
2015-09-06,MIDDAY,967,8,1,0.05,1279,2,1,1
2015-09-06,EVENING,447,4,1,0.05,1279,1,1,0
2015-09-07,MIDDAY,418,9,1,0.05,1279,2,1,1
2015-09-07,EVENING,224,4,1,0.05,1279,1,1,0
2015-09-08,MIDDAY,742,4,1,0.05,1279,2,1,1
2015-09-08,EVENING,075,2,2,0.09,1279,2,1,1
2015-09-09,MIDDAY,512,7,2,0.09,1279,3,1,1
2015-09-09,EVENING,641,0,3,0.04,1279,1,1,0
2015-09-10,MIDDAY,575,5,1,0.05,1279,1,1,0
2015-09-10,EVENING,734,6,0,0.02,1279,1,1,0
2015-09-11,MIDDAY,713,5,1,0.05,1247,2,1,1
2015-09-11,EVENING,196,7,2,0.09,1257,2,1,1
2015-09-12,MIDDAY,402,7,2,0.09,1279,2,1,1
2015-09-12,EVENING,233,1,1,0.05,1279,2,1,1
2015-09-13,MIDDAY,583,4,1,0.05,1279,0,0,0
2015-09-13,EVENING,722,2,1,0.05,1257,2,1,1
2015-09-14,MIDDAY,042,5,0,0.02,1257,2,1,1
2015-09-14,EVENING,379,7,1,0.05,2457,1,1,0
2015-09-15,MIDDAY,604,0,0,0.02,2347,1,1,0
2015-09-15,EVENING,090,3,0,0.02,2347,1,1,0
2015-09-16,MIDDAY,699,6,1,0.05,2347,0,0,0
2015-09-16,EVENING,712,0,1,0.05,2479,2,1,1
2015-09-17,MIDDAY,120,6,0,0.02,1247,2,1,1
2015-09-17,EVENING,313,7,3,0.04,1247,2,1,1
2015-09-18,MIDDAY,847,1,1,0.05,1247,3,1,1
2015-09-18,EVENING,084,3,2,0.09,1247,1,1,0
2015-09-19,MIDDAY,171,8,2,0.09,1247,2,1,1
2015-09-19,EVENING,751,0,1,0.05,1247,2,1,1
2015-09-20,MIDDAY,799,1,2,0.09,0127,2,1,1
2015-09-20,EVENING,412,7,2,0.09,0127,3,1,1
2015-09-21,MIDDAY,475,7,2,0.09,0127,1,1,0
2015-09-21,EVENING,393,4,2,0.09,1247,1,1,0
2015-09-22,MIDDAY,117,4,1,0.05,1347,3,1,1
2015-09-22,EVENING,353,3,1,0.05,1347,1,1,0
2015-09-23,MIDDAY,378,1,0,0.02,1347,3,1,1
2015-09-23,EVENING,095,3,1,0.05,1347,1,1,0
2015-09-24,MIDDAY,429,3,1,0.05,1347,2,1,1
2015-09-24,EVENING,786,0,2,0.09,1347,1,1,0
2015-09-25,MIDDAY,557,4,0,0.02,1347,2,1,1
2015-09-25,EVENING,976,7,1,0.05,1347,1,1,0
2015-09-26,MIDDAY,315,5,1,0.05,1347,2,1,1
2015-09-26,EVENING,533,9,0,0.02,1347,1,1,0
2015-09-27,MIDDAY,967,3,2,0.09,1347,2,1,1
2015-09-27,EVENING,667,5,2,0.09,1379,1,1,0
2015-09-28,MIDDAY,327,9,2,0.09,1379,3,1,1
2015-09-28,EVENING,098,6,1,0.05,1379,1,1,0
2015-09-29,MIDDAY,102,3,1,0.05,1379,2,1,1
2015-09-29,EVENING,597,0,1,0.05,1379,2,1,1
2015-09-30,MIDDAY,758,1,1,0.05,1379,2,1,1
2015-09-30,EVENING,014,5,2,0.09,1379,1,1,0
2015-10-01,MIDDAY,147,7,2,0.09,1357,2,1,1
2015-10-01,EVENING,125,0,2,0.09,1357,2,1,1
2015-10-02,MIDDAY,924,1,1,0.05,1357,1,1,0
2015-10-02,EVENING,335,1,2,0.09,1579,2,1,1
2015-10-03,MIDDAY,945,9,1,0.05,1357,1,1,0
2015-10-03,EVENING,188,3,1,0.05,1579,1,1,0
2015-10-04,MIDDAY,497,9,0,0.02,1357,1,1,0
2015-10-04,EVENING,980,1,0,0.02,1579,2,1,1
2015-10-05,MIDDAY,749,4,1,0.05,1579,2,1,1
2015-10-05,EVENING,168,9,1,0.05,1579,2,1,1
2015-10-06,MIDDAY,525,7,1,0.05,1579,2,1,1
2015-10-06,EVENING,447,1,0,0.02,1579,2,1,1
2015-10-07,MIDDAY,259,5,1,0.05,1579,2,1,1
2015-10-07,EVENING,757,4,0,0.02,1579,2,1,1
2015-10-08,MIDDAY,147,2,1,0.05,1579,2,1,1
2015-10-08,EVENING,030,7,2,0.09,1579,1,1,0
2015-10-09,MIDDAY,956,1,1,0.05,1579,3,1,1
2015-10-09,EVENING,089,0,0,0.02,1579,1,1,0
2015-10-10,MIDDAY,225,9,1,0.05,1579,2,1,1
2015-10-10,EVENING,879,0,1,0.05,1579,2,1,1
2015-10-11,MIDDAY,066,2,1,0.05,1579,0,0,0
2015-10-11,EVENING,414,8,1,0.05,1579,1,1,0
2015-10-12,MIDDAY,193,0,0,0.02,1579,2,1,1
2015-10-12,EVENING,009,4,1,0.05,1579,1,1,0
2015-10-13,MIDDAY,408,1,2,0.09,1479,2,1,1
2015-10-13,EVENING,440,0,2,0.09,0149,2,1,1
2015-10-14,MIDDAY,068,4,2,0.09,0149,2,1,1
2015-10-14,EVENING,182,4,2,0.09,0149,2,1,1
2015-10-15,MIDDAY,705,0,2,0.09,0149,1,1,0
2015-10-15,EVENING,089,1,0,0.02,0149,3,1,1
2015-10-16,MIDDAY,893,7,1,0.05,0149,1,1,0
2015-10-16,EVENING,787,0,2,0.09,0149,1,1,0
2015-10-17,MIDDAY,695,8,2,0.09,0179,1,1,0
2015-10-17,EVENING,007,7,1,0.05,0789,2,1,1
2015-10-18,MIDDAY,527,6,0,0.02,0789,1,1,0
2015-10-18,EVENING,747,0,1,0.05,0789,2,1,1
2015-10-19,MIDDAY,271,5,1,0.05,0789,1,1,0
2015-10-19,EVENING,901,7,1,0.05,0789,3,1,1
2015-10-20,MIDDAY,957,2,2,0.09,0179,2,1,1
2015-10-20,EVENING,823,9,2,0.09,0179,1,1,0
2015-10-21,MIDDAY,092,9,2,0.09,0789,2,1,1
2015-10-21,EVENING,897,8,2,0.09,0789,3,1,1
2015-10-22,MIDDAY,860,0,1,0.05,0789,2,1,1
2015-10-22,EVENING,422,8,1,0.05,0789,1,1,0
2015-10-23,MIDDAY,626,8,1,0.05,0789,1,1,0
2015-10-23,EVENING,044,4,2,0.09,0789,1,1,0
2015-10-24,MIDDAY,290,6,0,0.02,0789,2,1,1
2015-10-24,EVENING,530,0,1,0.05,0789,1,1,0
2015-10-25,MIDDAY,830,2,1,0.05,0289,3,1,1
2015-10-25,EVENING,315,5,2,0.09,0289,0,0,0
2015-10-26,MIDDAY,666,8,1,0.05,0289,1,1,0
2015-10-26,EVENING,186,3,0,0.02,0289,1,1,0
2015-10-27,MIDDAY,663,6,2,0.09,0289,0,0,0
